pH,EC,Organic Carbon(OC),Available Nitrogen(N),Available Phosphorus(P),Available Potassium(K),Available Sulphur(S),Available Zinc(Zn),Available Boron(B),Available Iron(Fe),Available Manganese(Mn),Available Copper(Cu),Fertility
7.78,0.82,0.29,160.0,10.41,203.0,7.49,0.17,0.68,1.11,0.68,0.92,0.0
8.05,0.68,0.11,179.0,9.29,111.0,7.17,0.29,0.72,1.07,0.77,0.17,0.0
8.11,0.72,0.19,209.0,4.11,148.0,7.89,0.41,0.11,1.11,0.82,0.88,0.0
8.1,0.68,0.27,111.0,7.77,152.0,7.9,0.29,0.19,1.29,0.48,0.92,0.0
7.49,0.77,0.13,217.0,6.42,178.0,7.42,0.49,0.23,1.07,0.38,0.6,0.0
7.88,0.68,0.23,219.0,8.42,182.0,7.4,0.38,0.4,1.0,0.49,0.47,0.0
7.49,0.35,0.49,298.0,7.79,198.0,7.89,0.41,0.17,0.98,0.55,0.88,0.0
7.9,0.48,0.68,129.0,9.99,290.0,7.97,0.08,0.08,1.11,0.68,0.69,0.0
8.1,0.52,0.72,148.0,10.41,148.0,9.02,0.1,0.1,1.72,0.79,0.77,0.0
7.68,0.11,0.68,207.0,9.48,192.0,7.97,0.18,0.15,1.68,0.38,0.82,0.0
7.77,0.17,0.72,211.0,4.88,168.0,6.49,0.29,0.22,1.72,0.42,0.68,0.0
7.92,0.19,0.68,202.0,5.92,172.0,7.89,0.42,0.48,1.0,0.68,0.72,0.0
8.05,0.48,0.29,198.0,6.42,188.0,6.48,0.29,0.11,0.89,0.72,0.68,0.0
8.1,0.52,0.48,147.0,7.77,192.0,6.05,0.49,0.09,0.48,0.69,0.72,0.0
8.07,0.68,0.72,182.0,6.48,168.0,7.86,0.41,0.11,0.72,0.29,0.68,0.0
8.1,0.72,0.68,192.0,7.48,209.0,7.99,0.72,0.15,1.11,0.38,0.68,0.0
8.15,0.68,0.29,207.0,9.99,211.0,8.42,0.69,0.22,1.72,0.88,0.88,0.0
8.29,0.77,0.11,211.0,10.41,209.0,9.99,0.38,0.29,1.01,0.92,0.42,0.0
8.05,0.42,0.12,198.0,11.42,149.0,7.49,0.42,0.11,1.72,0.68,0.77,0.0
7.98,0.78,0.43,148.0,9.29,188.0,7.07,0.69,0.18,1.11,0.72,0.82,0.0
7.47,0.82,0.18,201.0,10.49,149.0,6.49,0.38,0.12,1.72,0.69,0.69,0.0
7.77,0.71,0.23,218.0,11.49,129.0,7.49,0.48,0.07,1.11,0.38,0.72,0.0
7.89,0.48,0.11,129.0,4.92,480.0,7.77,0.08,0.08,1.11,0.68,0.69,0.0
8.05,0.98,0.29,149.0,8.4,129.0,8.42,0.1,0.15,1.79,0.29,0.78,0.0
8.11,0.38,0.42,129.0,9.99,290.0,9.99,0.15,0.27,1.88,0.38,0.88,0.0
7.97,0.47,0.16,209.0,10.41,147.0,7.49,0.19,0.38,1.98,0.47,0.47,0.0
8.4,0.56,0.12,111.0,9.99,188.0,8.42,0.22,0.49,1.42,0.68,0.52,0.0
8.05,0.42,0.18,148.0,10.41,142.0,9.99,0.48,0.58,1.0,0.72,0.11,0.0
7.97,0.98,0.22,192.0,9.99,168.0,7.49,0.29,0.48,1.42,0.68,0.17,0.0
8.05,0.77,0.49,207.0,10.41,172.0,7.82,0.38,0.11,1.07,0.85,0.19,0.0
7.97,0.62,0.29,111.0,9.99,188.0,7.86,0.29,0.49,1.11,0.41,0.2,0.0
7.99,0.72,0.2,148.0,10.49,182.0,8.42,0.2,0.38,1.68,0.71,0.48,0.0
8.05,0.68,0.42,192.0,9.29,170.0,9.99,0.49,0.47,1.07,0.68,0.58,0.0
8.11,0.72,0.68,209.0,10.41,168.0,7.49,0.56,0.68,1.11,0.72,0.72,1.0
8.18,0.88,0.72,111.0,7.72,172.0,8.05,0.41,0.72,1.7,0.68,0.88,0.0
8.12,0.72,0.69,149.0,8.48,209.0,7.49,0.78,0.09,1.68,0.72,0.42,0.0
8.19,0.69,0.88,188.0,9.99,149.0,8.09,0.42,0.1,1.77,0.88,0.79,0.0
7.99,0.49,0.11,149.0,8.18,290.0,7.77,0.08,0.08,0.98,0.69,0.69,0.0
8.05,0.72,17.0,188.0,9.92,142.0,8.42,0.11,0.1,0.48,0.72,0.73,0.0
7.98,0.88,0.23,142.0,10.41,168.0,9.99,0.15,0.15,1.11,0.38,0.88,0.0
8.05,0.92,0.48,168.0,9.29,129.0,10.41,0.14,0.27,1.7,0.42,0.42,0.0
8.11,0.68,0.29,177.0,10.48,188.0,9.99,0.29,0.42,1.01,0.68,0.72,0.0
8.18,0.72,0.11,182.0,11.42,142.0,10.41,0.38,0.07,1.49,0.72,0.68,0.0
8.02,0.88,0.72,199.0,18.48,162.0,9.99,0.47,0.09,1.01,0.68,0.77,0.0
8.01,0.92,0.68,129.0,17.89,172.0,7.77,0.56,0.11,1.07,0.72,0.82,0.0
8.08,0.68,0.29,140.0,16.4,188.0,8.42,0.42,0.18,1.11,0.68,0.68,0.0
8.11,0.72,0.11,147.0,17.89,148.0,7.77,0.29,0.4,1.78,0.38,0.42,0.0
7.97,0.88,0.18,188.0,16.49,192.0,6.42,0.68,0.17,1.68,0.42,0.77,0.0
7.49,0.92,0.12,209.0,17.88,209.0,5.42,0.72,0.11,1.79,0.68,0.88,0.0
8.05,0.77,0.18,111.0,16.49,111.0,7.77,0.68,0.18,1.11,0.77,0.42,0.0
8.11,0.82,0.17,149.0,18.49,297.0,8.05,0.72,0.42,1.72,0.69,0.29,0.0
8.18,0.98,0.34,189.0,17.88,248.0,7.77,0.69,0.29,1.69,0.7,0.48,0.0
7.98,0.42,0.11,188.0,8.42,298.0,7.79,0.08,0.08,1.11,0.69,0.69,0.0
8.05,0.98,0.17,129.0,9.99,129.0,8.08,0.1,0.1,0.89,0.38,0.77,0.0
8.11,0.77,0.12,148.0,10.41,148.0,7.49,0.15,0.15,0.77,0.42,0.82,0.0
8.02,0.68,0.98,152.0,9.07,149.0,8.49,0.22,0.18,0.82,0.48,0.68,0.0
7.98,0.72,0.48,129.0,8.07,182.0,7.49,0.47,0.22,0.98,0.72,0.72,0.0
8.05,0.68,0.11,188.0,9.99,178.0,7.77,0.42,0.27,0.48,0.69,0.68,0.0
7.98,0.72,0.18,192.0,10.41,148.0,8.42,0.49,0.69,0.72,0.29,0.72,0.0
8.02,0.89,0.19,207.0,9.41,141.0,8.08,0.72,0.29,0.88,0.42,0.68,0.0
8.18,0.71,0.29,211.0,10.41,177.0,7.49,0.48,0.48,0.48,0.29,0.29,0.0
8.12,0.69,0.48,148.0,19.49,188.0,8.42,0.29,0.29,1.11,0.78,0.47,0.0
8.07,0.79,0.29,142.0,17.69,142.0,7.89,0.77,0.48,1.72,0.42,0.69,0.0
7.98,0.88,0.47,182.0,16.48,169.0,7.49,0.82,0.29,1.68,0.38,0.72,0.0
7.92,0.42,0.68,177.0,18.49,172.0,8.42,0.68,0.38,1.77,0.38,0.68,1.0
8.42,0.88,0.72,182.0,17.68,188.0,9.99,0.72,0.42,1.82,0.68,0.29,0.0
8.1,0.47,0.68,198.0,16.49,209.0,10.41,0.38,0.2,1.72,0.72,0.29,1.0
8.01,0.49,0.11,148.0,14.11,209.0,7.79,0.08,0.11,1.11,0.68,0.69,0.0
7.49,0.77,0.41,192.0,19.01,147.0,8.42,0.1,0.42,1.72,0.72,0.7,0.0
7.88,0.89,0.23,209.0,17.68,188.0,7.77,0.15,0.68,1.01,0.68,0.69,0.0
7.89,0.48,0.29,211.0,17.68,142.0,8.42,0.29,0.1,1.08,0.72,0.82,0.0
8.05,0.72,0.42,147.0,17.64,177.0,9.99,0.29,0.15,0.72,0.41,0.69,0.0
8.09,0.68,0.29,192.0,16.42,182.0,10.41,0.41,0.1,0.68,0.29,0.72,0.0
8.11,0.72,0.49,198.0,14.42,179.0,7.77,0.72,0.07,0.77,0.38,0.69,0.0
8.12,0.88,0.49,148.0,16.48,148.0,6.42,0.69,0.09,0.82,0.47,0.79,0.0
8.09,0.72,0.68,178.0,17.68,172.0,8.49,0.77,0.11,0.48,0.52,0.82,1.0
8.18,0.88,0.11,142.0,16.42,168.0,9.99,0.82,0.18,0.49,0.11,0.42,0.0
8.2,0.42,0.29,192.0,17.48,177.0,10.41,0.68,0.2,0.77,0.7,0.29,1.0
8.29,0.77,0.47,209.0,16.49,189.0,9.48,0.77,0.29,0.89,0.6,0.41,0.0
7.41,0.38,0.42,298.0,14.92,209.0,7.77,0.38,0.11,1.11,0.67,0.67,1.0
7.89,0.79,0.68,207.0,18.42,149.0,8.27,0.08,0.27,1.78,0.29,0.77,0.0
7.98,0.79,0.11,189.0,4.88,290.0,8.02,0.08,0.08,1.11,0.68,0.69,0.0
8.08,0.88,0.17,207.0,5.92,142.0,7.79,0.1,0.1,1.79,0.78,0.77,0.0
7.49,0.98,0.24,198.0,7.77,188.0,8.11,0.15,0.11,1.88,0.82,0.89,0.0
7.48,0.42,0.48,177.0,8.05,142.0,7.49,0.18,0.18,1.07,0.48,0.48,0.0
8.05,0.56,0.11,169.0,4.11,188.0,8.88,0.22,0.22,0.89,0.6,0.52,0.0
8.11,0.47,0.17,179.0,5.42,156.0,9.92,0.08,0.48,0.78,0.48,0.42,0.0
8.18,0.58,0.19,188.0,4.89,147.0,4.82,0.1,0.11,0.88,0.4,0.88,0.0
8.28,0.42,0.29,209.0,7.77,189.0,6.42,0.15,0.29,0.98,0.29,0.92,0.0
7.49,0.77,0.43,211.0,8.05,148.0,7.49,0.29,0.48,0.48,0.68,0.68,0.0
7.77,0.68,0.17,298.0,7.77,182.0,8.02,0.48,0.29,0.54,0.77,0.72,0.0
7.68,0.72,0.19,111.0,14.11,129.0,7.49,0.08,0.38,1.1,0.88,0.88,0.0
7.96,0.88,0.29,178.0,18.07,189.0,7.77,0.1,0.42,1.15,0.42,0.92,0.0
7.99,0.92,0.43,185.0,16.42,207.0,8.48,0.15,0.29,1.01,0.48,0.68,0.0
8.05,0.68,0.29,191.0,16.48,211.0,9.99,0.21,0.38,1.07,0.52,0.72,0.0
8.1,0.72,0.47,199.0,18.42,289.0,10.41,0.49,0.47,1.11,0.77,0.89,0.0
7.9,0.18,0.11,129.0,4.88,129.0,7.49,0.08,0.11,1.11,0.69,0.69,0.0
8.1,0.82,0.18,147.0,5.92,149.0,8.42,0.11,0.07,1.79,0.78,0.78,0.0
8.12,0.76,0.22,189.0,7.72,188.0,7.49,0.18,0.18,1.01,0.85,0.88,0.0
7.49,0.98,0.43,129.0,9.92,290.0,8.4,0.22,0.22,1.98,0.92,0.69,0.0
7.92,0.42,0.29,149.0,6.48,147.0,8.47,0.47,0.47,1.02,0.69,0.77,0.0
7.99,0.98,0.49,189.0,7.48,189.0,9.99,0.52,0.11,1.11,0.78,0.89,0.0
8.05,0.43,0.56,199.0,8.02,149.0,10.49,0.11,0.18,1.79,0.88,0.48,0.0
8.11,0.56,0.72,209.0,9.99,189.0,9.29,0.4,0.42,1.0,0.48,0.56,0.0
8.18,0.47,0.88,111.0,10.41,177.0,8.47,0.18,0.18,0.89,0.52,0.79,0.0
8.12,0.58,0.47,148.0,9.92,187.0,8.01,0.29,0.07,0.48,0.11,0.82,0.0
8.29,0.67,0.11,196.0,6.92,196.0,7.49,0.42,0.1,1.01,0.72,0.79,0.0
8.47,0.88,0.17,147.0,7.77,127.0,7.77,0.88,0.18,1.79,0.68,0.49,0.0
8.1,0.92,0.19,207.0,8.82,111.0,8.42,0.42,0.27,1.0,0.72,0.29,0.0
8.12,0.88,0.29,111.0,7.62,179.0,9.99,0.68,0.11,1.49,0.86,0.47,0.0
7.49,0.92,0.47,179.0,14.11,196.0,10.47,0.72,0.18,1.29,0.92,0.89,1.0
7.98,0.11,0.48,189.0,4.88,298.0,7.79,0.08,0.08,1.11,0.69,0.69,0.0
8.01,0.21,0.18,149.0,5.92,148.0,8.82,0.1,0.11,1.79,0.77,0.77,0.0
8.07,0.48,0.21,189.0,7.77,152.0,7.68,0.18,0.15,1.88,0.29,0.86,0.0
8.11,0.52,0.18,177.0,6.42,209.0,7.77,0.11,0.21,1.42,0.88,0.72,0.0
8.18,0.79,0.52,189.0,8.42,147.0,6.48,0.07,0.47,1.01,0.72,0.68,0.0
8.29,0.99,0.11,147.0,11.42,188.0,7.49,0.1,0.11,1.89,0.63,0.72,0.0
8.4,0.48,0.17,188.0,9.99,156.0,7.86,0.15,0.07,1.18,0.78,0.68,0.0
8.29,0.52,3.68,189.0,10.41,147.0,8.42,0.29,0.1,1.1,0.63,0.72,0.0
8.01,0.11,0.29,209.0,9.48,188.0,7.49,0.47,0.15,0.97,0.48,0.68,0.0
7.99,0.72,0.38,111.0,9.28,147.0,8.42,0.11,0.29,0.67,0.52,0.88,0.0
7.86,0.69,0.47,149.0,10.41,189.0,9.99,0.49,0.11,0.99,0.11,0.92,0.0
80.7,0.77,0.88,188.0,9.99,111.0,8.42,0.52,0.19,0.79,0.48,0.78,0.0
8.1,0.92,0.11,196.0,10.48,207.0,9.99,0.11,0.27,0.87,0.52,0.69,0.0
7.96,0.68,0.18,148.0,11.48,111.0,10.41,0.72,0.89,0.92,0.11,0.77,1.0
7.88,0.88,0.47,177.0,12.49,147.0,9.48,0.68,0.47,1.11,0.72,0.69,0.0
7.99,0.79,0.11,129.0,4.88,290.0,7.79,0.08,0.08,1.11,0.6,0.72,0.0
8.07,0.89,0.48,148.0,5.92,147.0,7.77,0.1,0.1,1.79,0.48,0.48,0.0
8.11,0.48,0.23,201.0,4.01,188.0,8.05,0.15,0.15,1.0,0.52,0.98,0.0
8.12,0.38,0.11,211.0,8.92,142.0,8.0,0.4,0.11,0.89,0.11,0.47,0.0
8.07,0.47,0.18,148.0,7.77,192.0,7.68,0.11,0.07,0.48,0.27,0.88,0.0
8.0,0.48,0.4,188.0,6.42,207.0,7.86,0.07,0.09,0.52,0.86,0.47,0.0
8.18,0.68,0.11,192.0,7.4,111.0,8.49,0.09,0.11,0.89,0.18,0.58,0.0
8.29,0.77,0.18,179.0,8.48,148.0,7.46,0.11,0.18,0.47,0.22,0.47,0.0
8.0,0.6,0.47,201.0,9.99,192.0,8.05,0.18,0.22,0.88,0.47,0.88,0.0
7.49,0.48,0.58,211.0,10.41,207.0,7.49,0.27,0.47,0.72,0.56,0.92,1.0
7.88,0.72,0.4,148.0,9.29,111.0,8.49,0.11,0.11,0.69,0.11,0.69,0.0
8.07,0.88,0.11,188.0,8.42,149.0,7.49,0.01,0.18,0.77,0.89,0.72,0.0
8.11,0.92,0.4,192.0,9.99,188.0,8.4,0.07,0.29,0.82,0.42,0.69,0.0
8.18,0.69,0.37,207.0,10.41,147.0,6.42,0.11,0.11,0.86,0.4,0.99,0.0
8.19,0.77,0.11,149.0,10.48,189.0,7.49,0.18,0.18,0.77,0.29,0.72,0.0
7.84,0.69,0.11,180.0,8.82,481.0,7.8,0.08,0.08,1.11,0.99,0.85,0.0
8.05,0.78,0.18,290.0,7.79,129.0,6.4,0.11,0.18,1.79,0.69,0.76,0.0
8.11,0.88,0.42,147.0,6.42,148.0,7.8,0.15,0.22,1.11,0.72,0.86,0.0
8.18,0.42,0.88,189.0,8.42,132.0,8.05,0.18,0.15,1.79,0.08,0.77,0.0
8.07,0.56,0.11,111.0,9.99,185.0,8.47,0.14,0.42,0.89,0.34,0.48,0.0
7.97,0.47,0.18,147.0,10.41,197.0,9.99,0.12,0.11,0.98,0.36,0.72,0.0
8.07,0.88,0.48,189.0,9.99,209.0,10.49,0.18,0.07,0.48,0.48,0.68,0.0
8.0,0.42,0.56,298.0,8.42,147.0,7.91,0.08,0.09,1.11,0.11,0.86,0.0
7.86,0.92,0.11,147.0,11.48,188.0,8.42,0.01,0.11,1.72,0.72,0.29,0.0
7.99,0.68,0.47,188.0,14.42,149.0,7.49,0.07,0.18,1.16,0.88,0.72,0.0
8.05,0.72,0.56,192.0,16.42,200.0,7.88,0.11,0.22,1.07,0.72,0.87,0.0
8.11,0.88,0.47,209.0,18.48,147.0,8.42,0.18,0.19,0.98,0.88,0.11,0.0
8.05,0.72,0.11,111.0,19.49,188.0,9.99,0.27,0.56,1.07,0.47,0.79,0.0
8.01,0.68,0.48,149.0,20.41,149.0,10.41,0.29,0.11,1.11,0.56,0.88,0.0
8.18,0.79,0.11,189.0,9.99,207.0,9.99,0.58,0.79,1.71,0.88,0.69,0.0
8.1,0.88,0.11,187.0,8.18,290.0,8.88,0.08,0.11,1.11,0.79,0.78,0.0
7.97,0.92,0.17,209.0,9.99,148.0,7.7,0.11,0.18,1.79,0.79,0.68,0.0
8.07,0.68,0.29,111.0,10.41,182.0,8.01,0.18,0.62,1.0,0.88,0.79,0.0
8.18,0.72,0.43,147.0,9.03,180.0,9.99,0.07,0.47,0.89,0.92,0.68,0.0
8.18,0.86,0.48,188.0,4.72,196.0,7.88,0.05,0.58,0.78,0.42,0.18,0.0
7.69,0.87,0.52,209.0,5.98,172.0,8.56,0.11,0.11,0.82,0.62,0.62,0.0
7.88,0.29,0.47,111.0,8.42,188.0,9.99,0.18,0.48,0.72,0.58,0.79,0.0
8.18,0.49,0.29,147.0,9.99,192.0,10.41,0.2,0.58,0.88,0.48,0.88,0.0
7.49,0.88,0.11,298.0,10.41,168.0,9.99,0.78,0.41,1.01,0.29,0.92,1.0
7.99,0.53,0.72,149.0,11.49,148.0,8.48,0.68,0.08,1.71,0.41,0.56,1.0
8.02,0.47,0.68,188.0,18.07,209.0,7.79,0.72,0.07,1.61,0.94,0.11,0.0
8.05,0.86,0.72,149.0,16.49,211.0,8.05,0.68,0.05,1.89,0.17,0.62,0.0
8.11,0.47,0.11,189.0,18.9,298.0,7.79,0.78,0.07,1.55,0.18,0.11,0.0
8.42,0.96,0.63,111.0,17.34,147.0,8.65,0.62,0.1,1.4,0.55,0.47,0.0
7.98,0.86,0.47,149.0,16.92,189.0,7.49,0.68,0.15,1.11,0.42,0.69,0.0
8.05,0.69,0.11,180.0,4.88,291.0,7.49,0.08,0.08,1.11,0.78,0.77,0.0
8.11,0.72,0.18,142.0,5.92,192.0,7.11,0.1,0.1,1.79,0.69,0.89,0.0
8.18,0.88,0.29,218.0,6.62,168.0,6.49,0.15,0.15,1.88,0.72,0.43,0.0
8.05,0.92,0.42,149.0,7.77,177.0,8.49,0.21,0.01,1.07,0.68,0.4,0.0
8.11,0.88,0.56,188.0,8.82,188.0,7.77,0.47,0.07,1.11,0.42,0.37,0.0
8.4,0.92,0.48,192.0,9.99,146.0,6.98,0.68,0.1,1.72,0.58,0.47,0.0
7.98,0.68,0.56,147.0,10.41,129.0,7.49,0.77,0.15,0.88,0.42,0.88,1.0
7.9,0.98,0.11,188.0,9.29,147.0,8.05,0.89,0.22,0.92,0.62,0.88,0.0
8.05,0.49,0.29,192.0,11.49,186.0,7.79,0.41,0.47,0.56,0.78,0.42,0.0
8.08,0.88,0.42,186.0,18.42,196.0,8.05,0.68,0.89,0.47,0.62,1.01,0.0
7.98,0.57,0.41,192.0,19.49,147.0,9.99,0.72,0.41,1.11,0.32,1.47,0.0
7.92,0.97,0.88,179.0,16.42,188.0,7.79,0.29,0.29,1.79,0.49,0.98,0.0
8.08,0.91,0.47,188.0,17.88,146.0,8.05,0.41,0.41,1.11,0.88,0.48,0.0
7.99,0.56,0.11,192.0,16.49,169.0,9.99,0.62,0.07,1.88,0.92,0.72,0.0
8.71,0.49,0.29,209.0,16.01,192.0,8.79,0.77,0.09,1.11,0.47,0.69,0.0
7.99,0.89,0.11,192.0,8.82,129.0,9.99,0.08,0.11,1.11,0.88,0.78,0.0
8.05,0.97,0.17,168.0,7.79,140.0,7.89,0.1,0.18,1.78,0.69,0.82,0.0
7.87,0.88,0.47,209.0,8.8,290.0,8.42,0.15,0.07,1.82,0.72,0.68,0.0
7.88,0.92,0.23,148.0,10.41,147.0,9.99,0.47,0.1,1.71,0.38,0.47,0.0
7.98,0.68,0.48,152.0,9.9,321.0,7.78,0.52,0.23,1.11,0.47,0.58,0.0
8.08,0.72,0.52,188.0,10.49,298.0,6.42,0.42,0.47,1.07,0.58,0.47,0.0
8.15,0.88,0.24,147.0,11.49,329.0,5.88,0.29,0.23,1.11,0.44,0.88,0.0
8.21,0.92,0.18,209.0,18.4,301.0,9.29,0.71,0.49,1.42,0.49,0.92,0.0
7.98,0.68,0.29,148.0,17.64,149.0,9.99,0.68,0.07,1.0,0.52,0.6,0.0
8.41,0.29,0.47,152.0,16.49,188.0,10.41,0.88,0.18,0.89,0.47,0.21,1.0
8.1,0.38,0.88,209.0,17.68,292.0,7.82,0.92,0.22,0.51,0.52,0.47,1.0
8.18,0.47,0.49,218.0,19.01,318.0,7.63,0.11,0.29,0.78,0.41,0.58,0.0
7.49,0.88,0.11,219.0,15.48,209.0,8.07,0.69,0.38,0.62,0.7,0.69,0.0
7.89,0.98,0.19,229.0,16.49,111.0,9.99,0.38,0.42,1.11,0.29,0.77,0.0
8.07,0.49,0.25,149.0,17.38,249.0,7.68,0.48,0.58,1.72,0.71,0.69,0.0
7.98,0.69,0.11,290.0,4.88,290.0,8.49,0.08,0.08,1.11,0.62,0.72,0.0
8.07,0.88,0.18,142.0,5.42,142.0,8.02,0.47,0.1,1.79,0.69,0.88,0.0
7.85,0.98,0.23,177.0,8.42,188.0,7.79,0.58,0.15,0.88,1.11,0.92,0.0
8.29,0.47,0.2,297.0,9.99,169.0,8.41,0.47,0.17,0.92,0.29,0.6,0.0
8.41,0.58,0.17,201.0,10.41,147.0,9.99,0.58,0.28,1.01,1.09,0.72,0.0
8.1,0.47,0.13,198.0,9.02,189.0,7.47,0.47,0.41,1.78,1.02,0.62,0.0
8.15,0.58,0.21,193.0,7.79,210.0,8.48,0.88,0.08,1.11,1.88,0.41,0.0
8.07,0.42,0.11,190.0,8.02,319.0,9.49,0.47,0.1,1.79,1.73,0.68,0.0
8.1,0.68,0.42,167.0,7.97,147.0,9.99,0.89,0.15,1.07,0.89,0.77,0.0
8.15,0.72,0.69,188.0,8.42,189.0,7.92,0.41,0.47,1.11,0.93,0.62,0.0
8.1,0.68,0.72,129.0,9.29,148.0,7.89,0.72,0.07,1.89,0.64,0.41,0.0
8.01,0.72,0.68,147.0,10.41,129.0,8.42,0.29,0.0,1.11,0.88,0.29,0.0
7.69,0.69,0.77,290.0,11.48,147.0,8.41,0.47,11.0,1.07,0.68,0.41,1.0
7.77,0.77,0.6,209.0,12.49,289.0,9.99,0.49,0.18,1.11,1.02,0.49,0.0
8.07,0.89,0.21,218.0,18.47,111.0,10.41,0.88,0.27,1.89,1.98,0.69,0.0
7.49,0.43,0.11,180.0,8.82,298.0,7.49,0.08,0.11,0.98,0.75,0.78,0.0
8.05,0.88,0.23,142.0,9.92,329.0,10.42,0.1,0.11,0.48,0.68,0.6,0.0
7.48,0.42,0.29,162.0,6.48,147.0,9.2,0.15,0.18,1.11,0.4,0.55,0.0
7.62,0.58,0.41,209.0,7.48,188.0,8.42,0.22,0.22,1.41,0.62,0.42,0.0
7.79,0.42,0.62,111.0,6.49,198.0,7.48,0.47,0.07,1.71,0.38,0.88,0.0
8.42,0.56,0.48,147.0,8.42,147.0,8.42,0.01,0.09,1.62,0.62,0.92,0.0
7.92,0.47,0.11,189.0,9.99,169.0,9.99,0.07,0.18,89.0,0.56,0.68,0.0
8.02,0.88,0.42,149.0,10.41,148.0,10.41,0.1,0.22,0.48,0.62,0.72,0.0
8.07,0.92,0.62,189.0,9.98,290.0,10.92,0.15,0.48,0.62,0.72,0.88,0.0
8.11,0.6,0.11,129.0,10.41,147.0,9.29,0.18,0.52,0.48,0.78,0.42,0.0
7.88,0.72,0.29,142.0,9.99,198.0,9.43,0.19,0.11,0.82,0.88,0.88,0.0
7.92,0.69,0.41,207.0,10.41,147.0,10.49,0.28,0.07,0.47,0.7,0.42,0.0
8.01,0.85,0.29,147.0,9.29,392.0,8.48,0.17,0.1,0.88,0.29,0.53,0.0
8.18,0.91,0.41,189.0,10.41,298.0,9.29,0.11,0.15,1.1,0.17,0.48,0.0
8.15,0.98,0.69,199.0,9.99,282.0,10.42,0.13,0.18,1.11,0.29,0.52,0.0
7.98,0.47,0.11,180.0,4.88,298.0,7.89,0.08,0.09,0.89,0.23,0.69,0.0
8.42,0.88,0.23,292.0,5.92,142.0,8.4,0.47,0.1,0.99,0.48,0.77,0.0
8.1,0.92,0.47,148.0,8.42,188.0,8.01,0.88,0.18,0.48,0.52,0.38,0.0
8.29,0.68,0.6,182.0,7.77,129.0,7.77,0.42,0.12,0.52,0.11,0.42,0.0
8.03,0.72,0.41,182.0,8.42,147.0,6.42,0.88,0.47,1.11,0.72,0.72,0.0
7.49,0.77,0.23,156.0,9.99,182.0,7.49,0.42,0.7,1.72,0.88,0.6,0.0
7.77,0.89,0.47,147.0,10.41,209.0,8.42,0.58,0.1,1.01,0.42,0.42,0.0
8.1,0.48,0.88,292.0,8.42,211.0,9.99,0.41,0.15,1.29,0.58,0.88,0.0
8.15,0.52,0.46,148.0,7.49,329.0,4.18,0.88,0.21,1.48,0.42,0.92,0.0
8.12,0.71,0.6,152.0,10.42,347.0,5.18,0.29,0.47,1.52,0.47,0.6,0.0
8.21,0.88,0.23,111.0,11.49,290.0,7.72,0.08,0.77,1.88,0.58,0.48,0.0
8.1,0.92,0.29,142.0,18.49,311.0,8.42,0.07,0.87,1.05,0.42,0.52,0.0
8.05,0.68,0.41,189.0,19.49,329.0,9.99,0.1,0.26,1.11,0.88,0.47,0.0
8.07,0.72,0.62,209.0,12.41,147.0,7.49,0.15,0.47,1.79,0.42,0.58,0.0
8.1,0.48,0.21,110.0,18.48,298.0,8.49,0.11,0.27,1.88,0.56,0.49,0.0
7.9,0.47,0.11,129.0,4.88,290.0,7.79,0.08,0.08,1.11,0.69,0.69,0.0
8.07,0.88,0.17,147.0,5.92,142.0,8.42,0.1,0.1,1.62,0.7,0.77,0.0
8.18,0.92,0.23,189.0,6.42,188.0,9.99,0.15,0.15,1.01,0.68,0.82,0.0
8.07,0.68,0.18,239.0,7.77,156.0,7.49,0.42,0.82,0.97,0.72,0.68,0.0
8.0,0.72,0.13,147.0,8.42,142.0,8.42,0.29,0.15,0.67,0.32,0.68,0.0
7.97,0.88,0.18,188.0,8.88,301.0,9.99,0.48,0.21,0.99,0.42,0.29,0.0
7.49,0.92,0.42,149.0,9.29,298.0,7.49,0.29,0.07,0.79,0.6,0.47,0.0
8.12,0.68,0.56,188.0,9.99,329.0,6.4,0.69,0.11,0.87,0.23,0.88,0.0
8.18,0.72,0.11,129.0,4.11,147.0,5.49,0.29,0.18,1.11,0.47,0.13,0.0
8.05,0.68,0.42,147.0,8.4,198.0,7.49,0.42,0.22,1.42,0.58,0.18,0.0
8.18,0.77,0.18,188.0,7.49,189.0,8.08,0.29,0.29,1.11,0.47,0.42,0.0
8.18,0.82,0.29,192.0,4.11,209.0,9.29,0.77,0.21,1.48,0.69,0.68,0.0
8.0,0.98,0.41,156.0,5.88,147.0,9.99,0.89,0.11,1.52,0.29,0.72,0.0
7.98,0.46,0.29,188.0,7.79,189.0,7.82,0.48,0.18,1.11,0.38,0.88,0.0
8.18,0.77,0.29,192.0,8.02,149.0,8.48,0.48,0.12,1.88,0.47,0.92,0.0
7.97,0.7,0.11,188.0,4.88,292.0,7.77,0.08,0.28,1.11,0.6,0.69,0.0
8.02,0.68,0.42,129.0,5.92,142.0,9.49,0.1,0.1,0.97,0.38,0.72,0.0
8.11,0.87,0.13,147.0,7.42,299.0,7.8,0.15,0.15,1.07,0.47,0.6,0.0
7.49,0.79,0.18,219.0,7.49,290.0,7.49,0.08,0.07,1.19,0.48,0.69,0.0
8.1,0.88,0.23,218.0,8.18,148.0,8.42,0.11,0.11,1.11,0.56,0.72,0.0
8.02,0.92,0.47,149.0,7.54,320.0,8.02,0.18,0.15,1.07,0.88,0.88,0.0
